title,artist,streams
Pray For A Key,Future,708606
Dat Right There,Summer Walker,708393
Your Body Is a Wonderland,John Mayer,707906
Loser,Sueco,707378
ATLANTIS,Trippie Redd,707184
On the Other Line,Luke Combs,707073
Freak,Lana Del Rey,706819
Bounce,2 Chainz,705454
Embarrassed,Don Toliver,705329
Both Eyes Closed,Gucci Mane,705123
Tattoos Together,Lauv,704293
Twist And Shout - Remastered,The Beatles,704122
why are you here,Machine Gun Kelly,703999
FUCK 12,Quavo,703804
Season Of The Witch,Lana Del Rey,703553
De Una Vez,Selena Gomez,703081
Rich As Hell,YoungBoy Never Broke Again,703078
Kids See Ghosts,KIDS SEE GHOSTS,702097
Arrows,Fences,701738
GET MONEY BROS.,Lil Yachty,701575
Rudolph the Rednose Reindeer,DMX,701454
Ocean,Wiz Khalifa,701293
Hypnotize,The Notorious B.I.G.,701115
worst behavior,Ariana Grande,701049
Real,Young Stoner Life,700929
R.I.P. 2 My Youth,The Neighbourhood,700327
Battle Symphony,Linkin Park,700298
Accepting My Flaws,Future,700127
Sugar Baby,Megan Thee Stallion,699964
Traveller,Chris Stapleton,699861
Inside Outside,Mac Miller,699256
Forever ... (is a long time),Halsey,698475
Jefe,T.I.,698245
Little Drummer Boy,for KING & COUNTRY,697514
Castle,Halsey,697448
Safe & Sound,Taylor Swift,697260
Everything She Ain’t,Hailey Whitters,696950
Tides,Ed Sheeran,696597
Space Time,Trippie Redd,696517
One Way St.,Jhené Aiko,696233
Cost To Be Alive,Lil Baby,695618
Call Me What You Like,Lovejoy,694951
"Paris, Texas",Lana Del Rey,694616
Rolling Papers 2,Wiz Khalifa,694275
Like Mariah,Fifth Harmony,694177
"Black Tux, White Collar",A$AP Rocky,692490
Fiel - Remix,Wisin,692175
Another Day Gone,A Boogie Wit da Hoodie,691316
Stay Soft,Mitski,691119
Gaslighter,The Chicks,690828
New Money,Trippie Redd,690618
Eyes Open (Taylor's Version),Taylor Swift,689994
Good Thing,Sage The Gemini,689696
WAY PAST LUCK,DJ Khaled,689684
High School Sweethearts,Melanie Martinez,689474
No Friends,Lil Baby,689254
pink panties,Baby Keem,689079
F33l Lik3 Dyin,Playboi Carti,688712
Just So You Remember,Pusha T,688423
Buttons,Steve Lacy,687574
Officially Christmas,Dan + Shay,687100
cocoa,Baby Keem,685925
Kanye,The Chainsmokers,685639
He Diddy!,Ski Mask The Slump God,685474
The Mantra,Mike WiLL Made-It,685441
The Half,DJ Snake,685171
Rainbow,Kesha,684884
Outro: Tear,BTS,684794
Everyday We Lit (Remix),YFN Lucci,684498
Walk On Water,Thirty Seconds To Mars,684269
Smooth Criminal - 2012 Remaster,Michael Jackson,683871
Happy Xmas (War Is Over),Céline Dion,683614
Friday Night Cypher,Big Sean,683514
Dab of Ranch - Recorded at Spotify Studios NYC,Migos,683370
Legend,G-Eazy,683055
Not PLaying,Playboi Carti,682480
The Middle,Jimmy Eat World,682405
Christmas Canon,Trans-Siberian Orchestra,681255
Party Up The Street,Miley Cyrus,680881
La Jeepeta - Remix,Nio Garcia,680311
No More Lies,Thundercat,679571
MISTAKE,NF,679373
Cash War,Gunna,679367
Sandman,A$AP Rocky,678884
James Joint,Rihanna,678421
If You’re Too Shy (Let Me Know) - Edit,The 1975,678288
Screwin,Summer Walker,678055
2000 Miles - 2007 Remaster,Pretenders,677972
RUNNING,NF,677676
Moment of Clarity,Future,677266
Star Shopping,Rap Nation,677169
10 TIMES,YG,676983
I Love You so Much,DJ Khaled,676480
Gone Till November,Rod Wave,676287
Banana Boat Song,Harry Belafonte,676046
Money Long,Kevin Gates,675386
Afterlife,Future,674738
RIP Lil Phat,YoungBoy Never Broke Again,674526
Thinking 'Bout You,Dustin Lynch,674401
Holiday,Calvin Harris,674385
Never Take It,Twenty One Pilots,674102
Out Tha Mud,Roddy Ricch,673860
Back To December,Taylor Swift,673366
Hate The Club,Kehlani,673306
Cattitude,Miley Cyrus,673212
Descending,TOOL,672341
New Money,Calvin Harris,672098
Flannel,Justin Timberlake,672077
Free Promo,Moneybagg Yo,672072
Drama Club,Melanie Martinez,671412
Smells Like Teen Spirit - Remastered 2021,Nirvana,671396
scapegoats,Baby Keem,670955
Die Wit Em,ScHoolboy Q,670692
C’est Comme Ça,Paramore,670690
Life Is but a Stream~,$uicideboy$,670478
The Matrix,Ski Mask The Slump God,670380
Long Time - Intro,Playboi Carti,670259
Sparks Fly,Taylor Swift,670079
Just You and I,Tom Walker,670073
Up In My Cocina,Rae Sremmurd,669825
Skeezers,A Boogie Wit da Hoodie,669799
Leave The Club,Don Toliver,669617
Banana Split,Murda Beatz,669155
Made Men,Offset,669141
Never Get Over Me,Rod Wave,668922
A.M. RADIO,The Lumineers,668811
Used To Wish I Was,Luke Combs,668786
RATATA,Skrillex,668759
Start Up Again,Polo G,668264
Good Grief,Bastille,667136
Consistent,Lil Baby,667134
Favorite Bitch,Eminem,666943
BUZZCUT,BROCKHAMPTON,666885
Guns Blazing,Eminem,666856
Falls,ODESZA,666714
It's A Raid,Ozzy Osbourne,666625
Innermission,Logic,666036
Rich $ex,Future,665729
Legacy,Logic,665682
La Di Da,Lennon Stella,665627
Culture National Anthem - Outro,Migos,665486
Catch The Sun,Lil Baby,665458
School Shooters,XXXTENTACION,665231
Montana,Justin Timberlake,665055
Stay Down,Big Sean,664487
"Valentine, Texas",Mitski,664286
Slipknot,XXXTENTACION,664231
It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Norah Jones,663318
Dr. Suess,Ski Mask The Slump God,663230
100 Shots,Young Dolph,662918
Oh My Dis Side,Travis Scott,662486
The Most,Miley Cyrus,661861
Pretty Little Poison,Warren Zeiders,660755
LOST,Quavo,660237
HOW BOUT THAT?,Quavo,660002
Broken Promises,Summer Walker,659616
Cabo,Koe Wetzel,659370
all good,Roddy Ricch,659138
Intoxicated,Martin Solveig,658475
Recognize Real,Young Thug,658448
Bag,Future,658429
What’s New,Megan Thee Stallion,658286
You Don't Know How It Feels,Tom Petty,658237
When I Look At You,Miley Cyrus,658236
Litty,Young Stoner Life,657766
Blue Moon,Beck,657438
Only U,PARTYNEXTDOOR,657313
bottom,Gunna,657014
Baki,Trippie Redd,656949
Think,Aretha Franklin,656840
September - Recorded at The Tracking Room Nashville,Taylor Swift,656654
She’s The One,Juice WRLD,656428
Captain Crunch,Trippie Redd,655587
American Beauty/American Psycho,Fall Out Boy,655179
Emily I'm Sorry,boygenius,654641
Glow Like Dat,Rich Brian,654014
No Sleep - Intro,Gucci Mane,653998
Back Door,Pop Smoke,653760
Blood On My Denim,A Boogie Wit da Hoodie,653561
Touch Eem Body,XXXTENTACION,652867
die alone,Gunna,652545
Outsidë,Yeat,652261
if this was a movie..,Kacey Musgraves,651363
The Gambler,Kenny Rogers,651303
Love Me Now,Kygo,650820
main thing,Ariana Grande,650100
NorthStar - Remix,XXXTENTACION,649764
Message Man,Twenty One Pilots,649614
Coffee,Quinn XCII,649509
Shameika,Fiona Apple,649488
So Done,Alicia Keys,649488
Blame On You,Rod Wave,649435
We Don't Believe What's on TV,Twenty One Pilots,649152
Love From The Other Side,Fall Out Boy,649142
Fun,Selena Gomez,648767
"Woman, Amen",Dierks Bentley,648700
Photo Ops (Skit),Chance the Rapper,648658
"Big Man, Little Dignity",Paramore,648628
Back and Forth,Lil Baby,648400
Best Day Ever,Mac Miller,648187
Obediently Yours,Logic,648110
Die4Guy,Playboi Carti,647911
Tryna Smoke,Jhené Aiko,647885
So F**kin' Romantic,Matthew Koma,647743
Some,Steve Lacy,646589
Figure it Out,French Montana,646228
Black Folk,ScHoolboy Q,645982
Keep Your Head Up,Trippie Redd,645849
Mine,Taylor Swift,645626
Alone,Jimin,645539
Christmas Time,Backstreet Boys,645473
Home (KOD),Playboi Carti,644861
Lampshades on Fire,Modest Mouse,644860
Serial Lover,Kehlani,644742
Pots N Pans,Young Stoner Life,644626
Gucci Grocery Bag,Young Thug,642508
You First,Paramore,642470
Christmas Love,Justin Bieber,642106
Forgiven,2 Chainz,641826
My Love,Wale,641772
Skrt On Me,Calvin Harris,641725
Di Que Sí,Grupo Marca Registrada,641566
life of sin,Gunna,641435
Faith - Remastered,George Michael,641398
Say My Name,David Guetta,641064
You & Me,JENNIE,640875
Lean on Me,Bill Withers,640571
Show Me Love,Sam Feldt,640571
Killer,Eminem,640490
Wild Dogs,Lil Wayne,639645
No Chances,Twenty One Pilots,639495
Guwop,Young Thug,639369
Better Back When,Luke Combs,638999
Last Call,Logic,638568
Cool,Alesso,638532
DO BETTER,Gunna,638313
BODY IN MOTION,DJ Khaled,637979
Harden,Lil Wayne,637108
Ball Hard (ft. Lil Twist),Lil Wayne,637009
Uncle M,Young Thug,636273
UGH!,The 1975,635542
Taking Chances,NAV,635275
Star Treatment,Arctic Monkeys,635247
Get Up,Logic,635077
Closed Doors,Trippie Redd,635001
Slave Master,Future,634920
Leanin',Lil Peep,634823
Lean 4 Real,Playboi Carti,634735
Formidable,Twenty One Pilots,634394
Sympathy For The Devil,The Rolling Stones,634141
Never Ending,Rihanna,633158
Blue Hunnids,Wiz Khalifa,632982
Go To Sleep,Eminem,632701
Rain On Me (Intro),Bryson Tiller,632155
I Believed It,dvsn,632142
Scenic Drive,Khalid,631712
Una Nota,J Balvin,631596
Knew Better / Forever Boy,Ariana Grande,630983
Live This Wild,Lil Mosey,630977
RIOT,Trippie Redd,630932
Bad Intentions,Niykee Heaton,629598
Could've Been,H.E.R.,629263
Keep Dat Nigga,Icandy,629226
100 Racks (Offset feat. Playboi Carti),Quality Control,629020
Friends,Mac Miller,628764
MIC Drop,BTS,628638
Like a Stone,Audioslave,628294
All I Want Is to Be With You,John Mayer,628045
Programs,Mac Miller,627874
Crystals,Of Monsters and Men,627679
Breakdown,G-Eazy,627537
Theme For The People,Logic,627430
Get to the Money,Chad Focus,627141
"FAM GOOD, WE GOOD",DJ Khaled,627091
Dirt,Key Glock,627067
Krazy but True,Future,626948
Stupid/Asking,Young Thug,626909
Buffalo Bill,Moxie Raia,626599
Already Rich,Yeat,626474
Tears In The Club,FKA twigs,626440
Don't Forget,Rod Wave,626295
Boss Ass Bitch,Nicki Minaj,626199
Respect It,Big Sean,626120
Hold Your Breath,NAV,626062
Mahomes,Migos,626006
Close To You,Rihanna,625817
Medical,Lil Baby,625218
alone in a room full of people,blackbear,625210
All My Love,Noah Kahan,625077
Higher,Eminem,624716
When The Beat Drops Out,Marlon Roudette,624308
Brooklyn Bridge To Chorus,The Strokes,624289
The Adults Are Talking,The Strokes,623858
In Your Eyes,The Weeknd,623368
Be Free,A Boogie Wit da Hoodie,623306
Calm Down (Bittersweet),A Boogie Wit da Hoodie,623210
Old Money,Playboi Carti,623159
I Bought Her,Young Thug,622587
Vacation,Takeoff,622505
Top Priority,Lil Baby,622479
Do U Dirty,Kehlani,622280
camera roll,Kacey Musgraves,621901
Because Of You,Kodak Black,621833
All My Children,Gucci Mane,621571
Carry on Wayward Son,Kansas,621363
Drinkin' Beer. Talkin' God. Amen.,Florida Georgia Line,621299
You Deserve It All,John Legend,620976
B.B. King Freestyle,Lil Wayne,620666
Walked In,Bankroll Fresh,620415
Penthouse,Wiz Khalifa,620387
Danger,Lil Baby,620166
Am I High Rn,Quinn XCII,619980
Protect The Land,System Of A Down,619903
Blame Myself,ILLENIUM,619893
Merci Beaucoup,Pop Smoke,619887
I'M ON SOME,Gunna,619662
the way things go,beabadoobee,619466
Peepin Out The Window,Young Thug,619265
The Man with the Axe,Lorde,619056
Last Time,Gucci Mane,618685
Servin Killa Kam,Future,618348
Point Me 2,FendiDa Rappa,618032
gorgeous,Baby Keem,618006
Love It When You Hate Me,Avril Lavigne,617792
I Want Candy,Bow Wow Wow,617604
Good Ones,Charli XCX,617377
Lost In Translation,Logic,617218
Used To,Juice WRLD,617039
Why Not,Migos,616604
Blu,Jon Bellion,616185
sid & nancy,Machine Gun Kelly,616158
Foreign,Playboi Carti,615647
This Is Halloween,Marilyn Manson,614475
Handle On You,Parker McCollum,614142
You,Don Toliver,613923
We Can't Stop,Miley Cyrus,613806
Welcome To New York,Taylor Swift,613778
Lil Boo Thang,Paul Russell,613729
Beamer Boy,Lil Peep,613271
killing boys,Halsey,612574
NFL,Lil Wayne,612547
not ur friend,Jeremy Zucker,612081
Hurt Me,Juice WRLD,612078
Love Me,The 1975,612029
Don't Be Afraid To Be Different,Logic,611950
Bounce Man,Twenty One Pilots,611874
Lucky Strike,Troye Sivan,611809
ANGEL,Brent Faiyaz,611634
Forget That,Lil Baby,611203
A Guy Walks Into a Bar,Tyler Farr,611111
Harambe,Young Thug,610820
On Fleek,Offset,610794
Can You Blame Me,Kehlani,610672
Blessed,Thomas Rhett,609899
You Wreck Me,Tom Petty,609787
Ready For Love,BLACKPINK,609272
300 Blackout,Kodak Black,609013
Morning,Beck,608962
STORY,NF,608348
Bruddanem,JID,608280
Wasted,Diplo,608274
No Love,Summer Walker,607922
NCAA,2 Chainz,607801
Wildflowers,Tom Petty,607754
1 SIDED LOVE,blackbear,607736
Lust For Life,Drake,607606
Say Something Loving,The xx,607587
Provide,G-Eazy,607398
Simmer,Hayley Williams,607349
You Belong With Me,Taylor Swift,607346
M's,Trippie Redd,607280
Darkseid,Isaiah Rashad,607182
OUTERSPACE,Don Toliver,607022
Clubhouse,Mac Miller,606819
Degeneration in the Key of A Minor,$uicideboy$,606728
10 F*CKS,Tory Lanez,606452
Just For Me,SAINt JHN,606318
Get Outta My Head (ft. XXXTentacion),Lil Wayne,606268
OMG,Gryffin,606205
Strive,A$AP Ferg,606137
Wiggle It,French Montana,606119
Already Best Friends,Jack Harlow,605759
Funny,Zedd,605378
Surf Swag,Lil Wayne,605142
(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,Kay Starr,605037
Nowhere2go,Earl Sweatshirt,605027
south africa,Baby Keem,604306
Find Me,Kings of Leon,604076
Levitating,Dua Lipa,604038
Overdose,Future,603958
THUG LIFE,BROCKHAMPTON,603508
Guard Your Heart,Big Sean,603295
ENTROPY,Daniel Caesar,602724
Xotic,DJ ESCO,602523
Savage,A Boogie Wit da Hoodie,601972
10k Hours,Jhené Aiko,600978
complex (demo),Katie Gregson-MacLeod,599870
sAy sOMETHINg,Lil Yachty,599263
INFERNO,Sub Urban,599087
WWIII,Machine Gun Kelly,599045
BERLIN,BROCKHAMPTON,598725
Can You Feel the Love Tonight,Beyoncé,598610
Money In The Way,2 Chainz,598404
Reckless Intro,NAV,598302
Cry About It Later,Katy Perry,598252
Pricey & Spicy,Tory Lanez,597612
iPhone,Trippie Redd,597581
Azul,J Balvin,597580
One More Hour,Tame Impala,597507
Abracadabra,Young Thug,597457
Ex For A Reason,Summer Walker,597194
Don't Do Me Like That,Tom Petty and the Heartbreakers,597084
papercuts - album edit,Machine Gun Kelly,597053
Eleven,Khalid,596948
Big Tipper,Young Thug,596937
100 Summers,Meek Mill,596784
Under Control,Calvin Harris,596480
angel,Kacey Musgraves,596348
SOME MORE,Future,596280
THE_EVIL_THAT_MEN_DO,$uicideboy$,595762
Glimmer,Tame Impala,595484
Goin Dummi,Future,595417
Melatonin,A Tribe Called Quest,595095
That's Tuff,Rich The Kid,594824
The Way I Am,Charlie Puth,594549
Double Standards,Don Toliver,594161
Save Me,LISTENBEE,594050
That's Where I Am,Maggie Rogers,594046
Forever,Rod Wave,594023
Hold Me Down,YoungBoy Never Broke Again,593903
Hold The Line,Avicii,593820
One Point Perspective,Arctic Monkeys,593602
Pin the Grenade,blink-182,593292
Call My Bluff,Pusha T,593205
Bacon,Nick Jonas,592774
missing me,Gunna,592502
Suicide,Polo G,592489
Everything BoZ,Trippie Redd,592373
Forgiveness,Paramore,592373
Steal My Love,Dan + Shay,592194
No Comparison,A Boogie Wit da Hoodie,592045
Statute Of Limitations,2 Chainz,591929
I'm Not Mad,Halsey,591722
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,591674
BOBBY,Logic,591602
Ashes of Luxury,$uicideboy$,591388
Stupid Deep,Jon Bellion,591276
Tussin,NAV,590534
I Know,YoungBoy Never Broke Again,590424
Taco Tuesday,Migos,590205
Backwards,Gucci Mane,590024
Yours,Conan Gray,589869
Dreams (Interlude),A$AP Rocky,589066
929,Halsey,589015
24.19,Childish Gambino,588649
BILLS PAID,DJ Khaled,588164
FRANCHISE,Travis Scott,588130
That's Facts,Lil Baby,588100
Family and Loyalty,Gang Starr,587871
GO ALL THE WAY,Quavo,587734
Forward,Beyoncé,587643
bbycakes,Mura Masa,586984
I BEEN BORN AGAIN,BROCKHAMPTON,586968
Goin Hard,Wiz Khalifa,586851
I Don't Get Tired (#IDGT),Kevin Gates,586764
The Percocet & Stripper Joint,Future,586685
Tension,NAV,586491
Highway Boys,Zach Bryan,585904
Blinding Lights,The Weeknd,585904
I Like,Young Stoner Life,585868
I'll Be Home For Christmas,Pentatonix,585862
BUBBLE GUM,Quavo,585750
10/10,Rex Orange County,585679
vent,Baby Keem,585648
Lifestyle,Jason Derulo,585609
Grieving,Kehlani,584985
Dominoes,Lorde,584911
Take You Back,Russ,584857
Please Shut Up,A$AP Mob,584499
The Last Backyard...,YoungBoy Never Broke Again,584148
Contact,Logic,584146
Inmortal,Aventura,583998
Angels Workin' Overtime,Luke Combs,583876
Bills,LunchMoney Lewis,583616
Too Much,Marshmello,583426
One Take,Lil Tjay,583364
Hunger,Florence + The Machine,583201
lost souls,Baby Keem,582940
We Don’t Talk Enough,Quinn XCII,582762
Raising Hell,Kesha,582526
FAR,Gunna,582037
Stay (Don't Go Away),David Guetta,581845
The Jungle Book,Trippie Redd,581844
Cross Roads,YoungBoy Never Broke Again,581651
Nightlight,ILLENIUM,580949
When I’m Wasted,Lil Skies,580209
FRONTAL LOBE MUZIK,Daniel Caesar,579934
Smoke Strong,YoungBoy Never Broke Again,579772
¿Quien Tu Eres?,Bad Bunny,579690
Tulsa Jesus Freak,Lana Del Rey,579579
Chain of Fools,Aretha Franklin,579499
Privacy,Chris Brown,579205
Emani Interlude,Trippie Redd,579029
Hall of Fame,The Script,578565
Don't Shoot,The Game,578327
All Night (BTS World Original Soundtrack) [Pt. 3],BTS,578082
Frosty The Snowman,Pentatonix,577960
this is how you fall in love,Jeremy Zucker,577871
Don't Touch My Hair,Solange,577639
More,Halsey,577210
Do It Right,Don Toliver,576738
Crack Sandwich,JID,576669
Stay High,Childish Gambino,576279
UGLY,Russ,576278
Big Star,Lorde,576062
Someone To You,BANNERS,575918
Hate Me,Lil Peep,575852
so far ahead > empire,Gunna,575790
Mujeres Divinas,Vicente Fernández,575629
War,Pop Smoke,575314
THE zone~,Lil Yachty,575135
Inseparables,Yahritza Y Su Esencia,575079
Lost Me,Internet Money,574722
Once in a Lifetime,One Direction,574680
Attention,ScHoolboy Q,573958
EPMD 2,Nas,573843
See You Space Cowboy...,Logic,573683
Secrets,Mary Lambert,573525
easier said,Kacey Musgraves,573368
Greek Tragedy,The Wombats,573277
Queen,Shawn Mendes,573190
Rackz got më,Yeat,573032
Rich Nigga Problems,A$AP Rocky,572592
IDGAF,Lil Peep,572396
Money Now,KYLE,571997
Swangin’ On Westheimer,Don Toliver,571973
Keep Quiet,Future,571913
The Secret Recipe,Lil Yachty,571461
Illusion,One Direction,571306
Resistance Is Useless,$uicideboy$,571250
Family Affair,Mary J. Blige,571127
Banana Pancakes,Jack Johnson,571005
Sincerity Is Scary,The 1975,570993
FR,Lil Baby,570975
Quarter Milli,Offset,570645
Woke Up in Love,Kygo,570473
Amber,Steve Lacy,569970
"Spooky, Scary Skeletons - Undead Tombstone Remix Extended",Andrew Gold,569864
Heat Of The Moment,Drake,569740
Eulogy,$uicideboy$,569647
Good News,Pop Smoke,569629
HATE THE REAL ME,Future,569569
Loser,Charlie Puth,569224
Baptiize,Future,568927
Angel Dust,Mac Miller,568897
Tranz,Gorillaz,568381
Don Life,Big Sean,567858
What U Sayin',Lil Pump,567555
Changes,Lauv,567126
I’m So Sorry,Imagine Dragons,566869
PRIDEFUL,NF,566644
2 Dollar Bill,2 Chainz,566408
Successful,Drake,566354
Even The Odds (& Metro Boomin),Big Sean,565602
Stay Gold,BTS,565520
Thief In The Night,Rod Wave,565368
Life Of Mr. Carter,Lil Wayne,565248
Give You the World,Steve Lacy,565146
Help! - Remastered,The Beatles,565064
Houstatlantavegas,Drake,564651
Rich Off Pain,Lil Baby,564574
Nunya,Kehlani,564513
Choppa Won't Miss,Playboi Carti,563511
Interstellar,NAV,562934
Fetch The Bolt Cutters,Fiona Apple,562933
Starved,Zach Bryan,562840
Bitches On Bitches,Tee Grizzley,562817
Mall,Gucci Mane,562617
MiNd Of MiNdd (Intro),ZAYN,562279
You're Gonna Live Forever in Me,John Mayer,562233
Take Yourself Home,Troye Sivan,561544
The Next Best American Record,Lana Del Rey,561504
A Million Dreams (Reprise),Austyn Johnson,561303
Don't Lose Me,Offset,561222
In Tune (& Metro Boomin),Big Sean,559954
iPad,The Chainsmokers,559647
D.A.M.,Fetty Wap,559587
Act a Fool,Rick Ross,559393
Bad Bad,YoungBoy Never Broke Again,559368
right where you left me - bonus track,Taylor Swift,558465
Call Me,Logic,558094
Coming Home,Leon Bridges,558008
Ribbon In The Sky,Rod Wave,557792
Biscuits,Kacey Musgraves,557788
Ferrari,Anuel AA,557702
Summer Nights,Tiësto,557495
Should I Stay or Should I Go - Remastered,The Clash,557283
"Losin Control, Pt. 2",Russ,557115
Paradise By the Dashboard Light,Meat Loaf,557029
Ciara's Prayer,Summer Walker,556861
Friends & Family,NAV,556387
Love Is Gone,G-Eazy,556210
Playa,NAV,556194
Goodbye,Who Is Fancy,556149
Lion Eyes,Lil Durk,555596
SG,DJ Snake,555128
My Way,Logic,554806
Sights And Silencers (ft. The Dream),Lil Wayne,554768
I'm Still,Juice WRLD,554625
Jigsaw,Conan Gray,554524
Fix You,Coldplay,554225
Pray 4 Love,Rod Wave,554111
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,553581
Pretty Girls,iann dior,553533
Control,Halsey,553261
Gone,ROSÉ,553172
From the Subway Train,Vansire,552194
Callin,YoungBoy Never Broke Again,551967
NEO,Aminé,551682
Cold Hearted,Meek Mill,551331
Wit The Shits (W.T.S),Meek Mill,551264
Golden Light,Madden,550744
What do you think?,Agust D,550670
Good Goodbye,Linkin Park,550519
Enough!!,A Tribe Called Quest,550513
Perfectly Wrong,Shawn Mendes,550509
Down,G-Eazy,550426
Gilligan,DRAM,550348
Lost Me,Giveon,550178
The Blinding feat. Travis Scott,Jay Electronica,549712
Together,Sia,549543
Bad Blood,Ryan Adams,549330
Too Hotty,Quality Control,549078
Gin N Juice,Snoop Dogg,549033
$AD BOYZ II,Junior H,549003
The Last Goodbye,ODESZA,548813
Me Likey,Trippie Redd,548680
NDA,Megan Thee Stallion,548588
INTERMISSION: fLoWer,ZAYN,548183
Dumb Blonde,Avril Lavigne,547891
People Under The Stairs,Mac Miller,547881
CASE 143,Stray Kids,547846
Love Me Do - Remastered,The Beatles,547735
What A Life,Big Sean,547673
Heartless,Diplo,546598
Chronicles,Cordae,546507
Home,Michael Bublé,546483
Dámelo To’,Selena Gomez,546352
Let 'Em Talk,Kesha,546259
Make Em Say,NLE Choppa,546074
I'll Be Home For Christmas - Recorded at Spotify Studios NYC,Demi Lovato,545886
Rav3 p4rty,Yeat,545557
Peepin out the Blinds,Gucci Mane,545388
Wish You Were Sober,Conan Gray,544651
Sharks,Imagine Dragons,544580
Want You Back,HAIM,544538
Big Boy Talk,DJ Khaled,544398
Shardai (Bonus Track),Lil Uzi Vert,544364
2AM,Don Toliver,544295
Diablo,Mac Miller,544051
Say Na,Moneybagg Yo,543967
Starman - 2012 Remastered Version,David Bowie,542691
Accidents Happen,Tory Lanez,542558
What's My Name,DMX,542315
Halloween Theme,John Carpenter,542311
Day for Day,Kodak Black,542153
Red,Rich The Kid,542126
The Joker And The Queen,Ed Sheeran,541720
Happy Does,Kenny Chesney,541371
Boys Will Be Boys,Dua Lipa,541335
Go Crazy,Megan Thee Stallion,541257
"River - Recorded At RAK Studios, London",Sam Smith,540859
LOCATION,KAROL G,540445
Russian Roulette,Lil Baby,540389
Harder Better Faster Stronger,Daft Punk,540334
Scoliosis,Young Thug,539804
Maybach,Future,539532
Last One Left,Brent Faiyaz,538784
SMALL TALK,Russ,538242
Gloria,The Lumineers,537896
DopeBoyFlex,JORDY23,537649
Teach Me a Lesson,Bryson Tiller,537574
Piano Trap,Lil Wayne,537427
Percolator,SZA,537161
El Pañuelo,Romeo Santos,537089
Last Time I Say Sorry,Kane Brown,536972
Golden Child,Lil Durk,535336
Road Rage,Young Thug,534603
Dancing Feet,Kygo,534517
Cartier Gucci Scarf,Young Thug,534068
Love Somebody,Lauv,533562
Work,Iggy Azalea,533427
never look back,Run The Jewels,533152
Thru These Tears,LANY,532484
Gun Song,The Lumineers,532392
Work That,Megan Thee Stallion,532319
WORTH IT,Offset,531616
Unlucky Me,$uicideboy$,531485
3AM,Russ,531450
Love Me More,Mitski,531384
Circles Around This Town,Maren Morris,530953
Perplexing Pegasus,Rae Sremmurd,530595
Miles,SZA,530533
I Ain't Lying,YNW Melly,530251
I'll Be Home for Christmas,Tony DeSare,529832
Save Me,2 Chainz,529495
WANTED U,Joji,529328
Hard For,Kevin Gates,529263
93,6ix9ine,528387
Paradise,Logic,528380
Influence,Tove Lo,528162
Tenemos Que Hablar,Bad Bunny,527802
Under the Bridge,Red Hot Chili Peppers,527793
Blueberry Fergo,Lil Monet,527641
IDK,Lil Tecca,527322
Perry Aye,A$AP Mob,526768
Who R U?,Anderson .Paak,526170
WE ENVY NOTHING IN THE WORLD.,$uicideboy$,525175
Breaking The Habit,Linkin Park,524991
No Fim do Mundo,Karinah,524978
With you,Jimin,524568
Fallin,Lil Tecca,524202
love me forever,Lil Yachty,523809
No Interviews,Lil Durk,523689
30,Bo Burnham,523071
Siendo Sincero,Los Del Limit,522759
Blood Walk,YG,522716
Zero,Imagine Dragons,522504
The Trade,Tory Lanez,522306
Selfless,The Strokes,522237
ANTIFRAGILE,LE SSERAFIM,522228
Ave Maria,Andrew Andraos,522175
New National Anthem,T.I.,522110
The Scientist,Coldplay,521994
Last Time,A Boogie Wit da Hoodie,521951
Anxiety,Julia Michaels,521180
Yeah,USHER,521176
Bastard (Satan's Kid),Lil Wayne,520905
Check,Young Thug,520840
lUcOzAdE,ZAYN,520565
South On Ya,Luke Combs,520547
Summer Feelings,Lennon Stella,520419
The Scoop On Heaven,Mac Miller,519730
Stainless,Logic,519460
In Her Mouth,Future,519138
"Look at Me, Don't Look at Me",TW3LVE,518359
tRuTh,ZAYN,518172
Drop,Yo Gotti,517646
Iffy,Chris Brown,517400
3 Wayz,Ty Dolla $ign,516212
Willie Dynamite,Mac Miller,515894
Rebel Rebel - 1999 Remastered Version,David Bowie,515785
Ugliest,$uicideboy$,515684
Rich Ass Junkie,Gucci Mane,515031
Second Guessing,Florida Georgia Line,514436
Treat Me,Chlöe,514392
Film out,BTS,514331
Bite Me,Avril Lavigne,514115
Wishing,DJ Drama,513964
All Herb,Isaiah Rashad,513949
"The Addams Family (From ""The Addams Family"")",The City of Prague Philharmonic Orchestra,513911
Time I'm On,YoungBoy Never Broke Again,513832
Summertime Blues,Zach Bryan,513278
Hey Mista,Isaiah Rashad,512554
When You're Ready,Shawn Mendes,512382
Down,Marian Hill,511396
Good Boy Gone Bad,TOMORROW X TOGETHER,510796
November 18th,Drake,510774
(Sittin' On) the Dock of the Bay,Otis Redding,510701
Frosty the Snowman,Doris Day,510687
Black Magic Woman - Single Version,Santana,510648
2021,Vampire Weekend,510452
Set It Off,Bryson Tiller,510159
I Really Wish I Hated You,blink-182,509830
"Baby, It's Cold Outside (Glee Cast Version)",Glee Cast,509661
A Milli,Lil Wayne,509585
